timestamp,building_id,floor,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,equipment_kwh,occupancy,outdoor_temperature,indoor_temperature,energy_cost,peak_hour
2026-06-26 05:00,B1,3,102.25,161.9,68.58,8.46,25.21,15,34.3,22.4,11.25,0
2026-06-26 09:00,B1,4,194.36,1048.5,103.46,35.76,55.14,121,35.2,23.0,21.38,0
2026-06-26 12:00,B3,1,129.14,904.9,48.6,32.83,47.71,103,24.6,23.1,23.25,1
2026-06-26 15:00,B2,2,102.54,649.5,43.16,28.03,31.35,73,23.4,22.0,18.46,1
2026-06-26 19:00,B1,2,53.02,78.7,15.0,17.24,20.78,7,18.5,23.5,5.83,0
2026-06-27 03:00,B1,1,50.05,76.7,21.51,6.54,22.0,6,24.1,21.8,5.51,0
2026-06-27 07:00,B3,5,60.99,105.1,17.54,17.41,26.04,9,22.2,21.2,6.71,0
2026-06-27 11:00,B1,2,79.2,102.5,39.81,17.71,21.68,8,29.4,23.3,8.71,0
2026-06-27 19:00,B3,5,62.3,175.1,15.0,21.21,26.09,18,22.0,23.0,6.85,0
2026-06-27 23:00,B2,2,86.4,142.5,52.73,8.07,25.6,15,31.8,22.5,9.5,0
2026-06-28 03:00,B2,2,103.9,82.7,76.91,8.1,18.89,8,34.7,21.1,11.43,0
2026-06-28 06:00,B1,1,67.56,246.3,19.69,20.6,27.27,25,21.2,21.2,7.43,0
2026-06-28 10:00,B1,2,90.8,180.9,46.09,19.22,25.49,18,29.5,22.3,9.99,0
2026-06-28 13:00,B3,3,74.43,130.6,25.97,20.76,27.7,12,24.3,21.0,8.19,0
2026-06-28 17:00,B2,2,62.43,91.8,21.75,20.26,20.42,9,23.0,21.5,6.87,0
2026-06-28 20:00,B1,3,63.48,140.6,20.92,20.92,21.64,15,23.1,22.1,6.98,0
2026-06-29 00:00,B1,1,64.78,75.5,38.96,7.83,17.99,7,26.7,21.3,7.13,0
2026-06-29 06:00,B1,1,67.6,134.6,30.4,19.08,18.12,13,23.9,21.2,7.44,0
2026-06-29 14:00,B1,2,179.07,947.3,103.58,33.72,41.77,109,34.7,22.1,32.23,1
2026-06-29 20:00,B1,1,86.25,66.8,49.81,18.0,18.44,4,30.5,21.1,9.49,0
2026-06-30 02:00,B3,2,79.38,64.9,55.73,7.41,16.24,5,32.2,22.6,8.73,0
2026-06-30 06:00,B3,4,106.4,137.9,68.21,18.69,19.5,13,33.1,21.7,11.7,0
2026-06-30 10:00,B3,1,157.17,1041.8,74.13,35.51,47.53,120,25.5,21.1,17.29,0
2026-06-30 13:00,B2,4,89.28,539.3,32.83,26.37,30.08,61,22.3,22.4,16.07,1
2026-06-30 16:00,B1,4,171.34,1026.6,93.58,35.94,41.82,118,30.0,21.4,30.84,1
2026-07-01 00:00,B1,3,84.97,20.0,42.85,18.51,23.61,0,29.3,22.8,9.35,0
2026-07-01 04:00,B3,1,68.66,20.0,43.8,7.88,16.98,1,29.2,21.8,7.55,0
2026-07-01 12:00,B3,1,164.44,1127.7,72.3,37.33,54.81,131,24.6,21.4,29.6,1
2026-07-01 15:00,B3,4,218.96,1470.3,112.24,42.28,64.44,171,31.3,22.9,39.41,1
2026-07-01 21:00,B3,4,55.15,117.6,21.47,8.15,25.53,11,23.0,21.2,6.07,0
2026-07-02 03:00,B2,5,37.72,38.7,16.13,7.95,13.64,2,24.6,22.7,4.15,0
2026-07-02 06:00,B1,2,61.99,138.2,15.0,18.86,28.13,15,23.0,22.7,6.82,0
2026-07-02 10:00,B2,3,106.54,544.0,42.22,25.49,38.83,62,25.6,22.8,11.72,0
2026-07-02 16:00,B2,5,129.7,885.0,52.41,33.15,44.14,101,24.2,22.6,23.35,1
2026-07-02 20:00,B2,2,101.59,114.1,66.26,19.96,15.37,11,32.2,21.6,11.17,0
2026-07-03 00:00,B3,2,85.83,57.1,56.09,7.83,21.91,5,30.8,21.7,9.44,0
2026-07-03 03:00,B2,5,44.77,81.8,15.0,7.87,21.9,5,20.3,21.7,4.92,0
2026-07-03 11:00,B3,2,116.04,559.2,59.45,26.95,29.64,63,27.6,21.3,12.76,0
2026-07-03 14:00,B3,5,225.85,1307.6,122.56,41.19,62.1,150,35.6,21.8,40.65,1
2026-07-03 18:00,B3,4,152.93,1047.7,68.95,34.57,49.41,121,24.1,21.3,27.53,1
2026-07-03 22:00,B2,3,63.5,69.3,15.0,22.84,25.66,6,19.7,21.1,6.99,0
2026-07-04 01:00,B3,4,52.61,225.9,17.17,8.77,26.67,24,21.5,21.8,5.79,0
2026-07-04 09:00,B2,4,70.21,152.5,27.18,19.74,23.29,16,24.7,21.7,7.72,0
2026-07-04 17:00,B2,3,62.3,180.9,15.0,19.94,27.36,18,20.9,22.8,6.85,0
2026-07-04 23:00,B2,5,118.1,232.9,86.31,8.72,23.07,23,35.8,21.2,12.99,0
2026-07-05 07:00,B3,5,102.42,119.7,63.17,18.37,20.88,10,31.6,21.3,11.27,0
2026-07-05 13:00,B2,5,91.17,71.6,51.94,17.65,21.58,5,31.3,21.6,10.03,0
2026-07-05 19:00,B2,2,69.88,141.1,28.38,20.09,21.41,12,26.9,22.7,7.69,0
2026-07-06 01:00,B3,4,72.79,715.9,42.49,9.7,20.6,15,28.2,23.2,8.01,0
2026-07-06 04:00,B1,3,54.35,130.9,26.68,7.47,20.2,11,26.3,22.7,5.98,0
2026-07-06 10:00,B2,5,142.79,746.6,79.41,29.15,34.23,84,29.5,21.2,15.71,0
2026-07-06 16:00,B3,3,126.8,911.4,43.96,33.64,49.2,106,22.9,22.7,22.82,1
2026-07-06 22:00,B2,4,45.52,59.4,15.0,6.96,23.56,3,24.1,23.3,5.01,0
2026-07-07 01:00,B2,4,99.12,54.9,75.03,7.04,17.05,4,34.5,21.3,10.9,0
2026-07-07 07:00,B1,3,56.82,78.7,15.0,19.13,22.69,7,18.5,23.0,6.25,0
2026-07-07 10:00,B2,1,139.58,1355.8,48.16,39.99,51.43,156,19.4,22.9,15.35,0
2026-07-07 18:00,B1,3,87.11,534.7,20.4,27.5,39.21,61,18.8,21.8,15.68,1
2026-07-07 22:00,B3,3,38.33,93.0,15.0,7.24,16.09,8,18.5,21.4,4.22,0
2026-07-08 02:00,B3,5,46.69,20.0,15.0,7.15,24.54,0,19.2,23.0,5.14,0
2026-07-08 05:00,B3,1,95.25,166.2,64.76,9.02,21.47,15,34.6,23.3,10.48,0
2026-07-08 11:00,B2,4,104.46,654.6,39.86,28.04,36.56,74,21.9,21.6,11.49,0
2026-07-08 17:00,B3,3,151.83,890.6,76.34,32.3,43.19,101,28.0,21.1,27.33,1
2026-07-09 01:00,B1,5,52.88,134.8,19.54,7.16,26.18,13,25.3,23.5,5.82,0
2026-07-09 05:00,B1,4,71.36,56.3,43.34,6.48,21.54,2,30.1,22.0,7.85,0
2026-07-09 09:00,B1,3,209.78,1178.7,123.14,37.61,49.03,136,35.6,21.8,23.08,0
2026-07-09 15:00,B3,4,137.23,967.1,61.38,34.18,41.67,111,24.4,22.7,24.7,1
2026-07-09 23:00,B2,2,76.6,36.3,49.43,7.94,19.23,3,29.3,21.3,8.43,0
2026-07-10 05:00,B1,3,74.07,41.0,48.31,6.86,18.9,2,29.2,21.2,8.15,0
2026-07-10 13:00,B2,5,179.49,1484.7,73.51,41.55,64.43,170,22.7,21.9,32.31,1
2026-07-10 16:00,B2,4,139.06,1036.4,54.76,34.23,50.07,118,23.7,21.9,25.03,1
2026-07-10 20:00,B2,4,57.09,154.1,15.0,19.96,22.13,15,20.4,22.8,6.28,0
2026-07-11 04:00,B2,5,94.01,174.8,63.53,9.32,21.16,17,33.4,22.3,10.34,0
2026-07-11 10:00,B2,1,51.98,172.7,15.0,20.63,16.35,16,18.5,21.1,5.72,0
2026-07-11 13:00,B2,3,115.83,78.8,76.26,17.64,21.93,6,35.9,22.0,12.74,0
2026-07-11 16:00,B2,1,66.03,152.9,24.57,20.22,21.24,15,24.1,21.0,7.26,0
2026-07-11 19:00,B3,4,76.64,169.2,39.6,19.52,17.52,17,28.6,23.5,8.43,0
2026-07-11 23:00,B2,4,66.87,143.6,30.37,8.15,28.35,15,27.0,22.9,7.36,0
2026-07-12 02:00,B3,2,63.06,208.3,26.52,9.13,27.41,23,23.2,21.1,6.94,0
2026-07-12 05:00,B3,3,55.72,208.0,19.35,8.78,27.59,21,22.9,22.4,6.13,0
2026-07-12 11:00,B2,5,127.01,125.9,23.0,19.31,84.7,13,23.6,22.0,13.97,0
2026-07-12 15:00,B3,4,75.3,235.8,22.83,22.32,30.15,24,22.8,22.6,8.28,0
2026-07-12 19:00,B2,4,61.2,156.3,15.19,19.33,26.68,14,20.7,21.4,6.73,0
2026-07-13 03:00,B2,3,70.14,76.9,47.51,6.39,16.24,7,29.6,21.6,7.72,0
2026-07-13 11:00,B2,5,228.52,1505.3,128.27,42.73,57.52,175,35.8,22.1,25.14,0
2026-07-13 15:00,B3,1,145.77,545.9,86.2,27.99,31.58,62,35.3,22.2,26.24,1
2026-07-13 23:00,B2,1,44.57,47.6,17.76,7.31,19.5,4,25.1,23.1,4.9,0
2026-07-14 05:00,B2,1,44.11,117.5,16.29,8.25,19.57,10,22.3,21.3,4.85,0
2026-07-14 13:00,B1,2,109.86,832.2,35.44,31.01,43.41,95,19.9,21.5,19.77,1
2026-07-14 16:00,B2,5,133.62,839.0,60.09,33.06,40.47,95,25.6,22.7,24.05,1
2026-07-14 19:00,B3,5,48.89,35.1,15.0,18.52,15.37,1,18.6,22.8,5.38,0
2026-07-15 01:00,B3,1,71.22,158.3,40.78,9.83,20.61,14,27.6,21.6,7.83,0
2026-07-15 04:00,B1,3,84.26,141.2,49.05,9.74,25.47,14,21.8,23.2,9.27,0
2026-07-15 12:00,B2,4,198.5,1000.0,111.72,35.56,51.22,114,34.7,21.8,35.73,1
2026-07-15 18:00,B2,5,153.19,887.7,84.03,31.23,37.93,101,31.1,22.4,27.57,1
2026-07-15 22:00,B1,4,42.83,50.0,15.0,6.05,21.78,2,21.6,21.8,4.71,0
2026-07-16 02:00,B3,4,91.9,155.3,66.24,7.65,18.01,15,32.3,21.8,10.11,0
2026-07-16 08:00,B1,1,372.23,1472.6,86.97,44.3,240.96,172,25.5,21.5,40.95,0
2026-07-16 16:00,B1,3,167.57,982.2,91.43,34.45,41.69,111,30.6,21.4,30.16,1
2026-07-16 19:00,B1,5,67.42,135.1,29.42,19.58,18.42,14,25.8,23.3,7.42,0
2026-07-17 01:00,B2,4,74.82,81.3,25.7,31.94,17.18,6,24.9,22.1,8.23,0
2026-07-17 04:00,B2,3,42.81,69.8,15.0,8.1,19.71,7,22.2,22.1,4.71,0
2026-07-17 10:00,B3,4,186.67,1301.7,95.93,40.29,50.45,150,30.4,22.8,20.53,0
2026-07-17 14:00,B2,3,220.01,1394.6,124.38,42.54,53.09,162,35.9,23.3,39.6,1
2026-07-17 20:00,B2,3,50.73,46.4,15.0,16.93,18.8,1,20.4,23.2,5.58,0
2026-07-18 00:00,B1,3,73.86,146.7,49.87,7.08,16.91,13,30.8,22.1,8.12,0
2026-07-18 06:00,B2,3,108.07,142.6,71.42,19.26,17.39,13,34.3,21.7,11.89,0
2026-07-18 10:00,B3,4,51.34,126.0,15.0,19.21,17.13,12,19.0,21.4,5.65,0
2026-07-18 18:00,B1,4,69.48,184.4,23.78,19.34,26.36,20,24.4,22.8,7.64,0
2026-07-18 22:00,B2,2,125.84,150.4,60.63,8.94,56.27,13,33.0,22.9,13.84,0
2026-07-19 01:00,B1,4,64.62,63.7,41.09,8.69,14.84,5,30.2,23.2,7.11,0
2026-07-19 04:00,B2,2,50.59,180.2,15.0,10.87,24.72,20,18.5,22.2,5.56,0
2026-07-19 12:00,B2,5,65.06,238.9,15.0,22.14,27.92,25,20.3,23.2,7.16,0
2026-07-19 15:00,B2,3,54.48,177.9,15.0,21.11,18.37,17,21.2,23.4,5.99,0
2026-07-19 19:00,B1,3,80.17,131.9,40.09,19.91,20.17,14,26.8,22.1,8.82,0
2026-07-19 23:00,B2,4,103.66,216.5,71.7,8.72,23.24,23,33.9,22.2,11.4,0
2026-07-20 07:00,B1,1,76.07,85.3,31.03,19.19,25.85,7,27.2,23.4,8.37,0
2026-07-20 10:00,B2,4,150.3,1047.5,62.05,37.1,51.15,121,25.9,23.3,16.53,0
2026-07-20 18:00,B2,5,83.43,576.4,22.53,27.28,33.62,65,18.9,21.2,15.02,1
2026-07-21 00:00,B2,3,52.65,20.0,31.34,6.98,14.33,0,28.5,22.9,5.79,0
2026-07-21 03:00,B2,3,56.16,155.1,20.19,7.9,28.07,14,23.7,22.8,6.18,0
2026-07-21 07:00,B1,5,49.74,125.7,15.0,17.97,16.77,13,22.7,22.7,5.47,0
2026-07-21 15:00,B3,5,217.43,1424.7,113.99,41.68,61.76,164,31.1,21.8,39.14,1
2026-07-21 21:00,B1,2,32.91,24.4,15.0,5.56,12.35,0,20.4,21.5,3.62,0
2026-07-22 01:00,B2,5,40.38,156.1,15.0,8.37,17.01,14,21.4,21.8,4.44,0
2026-07-22 09:00,B2,4,186.32,785.0,22.21,118.52,45.59,91,18.4,22.1,20.5,0
2026-07-22 17:00,B3,5,142.34,856.2,67.67,31.75,42.92,97,28.7,22.4,25.62,1
2026-07-23 01:00,B1,1,68.56,121.7,38.33,7.3,22.93,10,27.5,22.1,7.54,0
2026-07-23 07:00,B2,4,53.31,78.6,15.0,18.21,20.1,6,18.4,21.7,5.86,0
2026-07-23 15:00,B1,3,178.15,994.4,93.38,34.97,49.8,113,31.0,22.0,32.07,1
2026-07-23 19:00,B3,2,57.47,140.5,15.0,18.85,23.62,15,23.1,22.9,6.32,0
2026-07-24 03:00,B2,2,41.58,20.0,15.0,5.78,20.8,0,21.8,21.1,4.57,0
2026-07-24 06:00,B1,3,70.1,59.0,26.52,17.91,25.67,3,25.8,22.5,7.71,0
2026-07-24 12:00,B1,5,133.22,596.2,71.57,27.21,34.44,66,28.9,21.3,23.98,1
2026-07-24 15:00,B3,5,205.21,1416.0,107.52,42.27,55.42,165,32.1,23.4,36.94,1
2026-07-24 21:00,B1,3,84.39,147.5,52.68,7.55,24.16,15,30.7,22.9,9.28,0
2026-07-25 01:00,B2,4,91.64,191.2,64.01,9.52,18.11,20,31.8,21.0,10.08,0
2026-07-25 07:00,B3,2,56.18,190.5,15.0,19.11,22.07,18,20.7,22.9,6.18,0
2026-07-25 13:00,B1,4,60.73,218.0,19.99,19.4,21.34,21,20.6,21.0,6.68,0
2026-07-25 16:00,B2,1,94.84,225.3,46.48,21.34,27.02,23,29.9,22.6,10.43,0
2026-07-25 22:00,B2,4,95.08,153.8,67.07,8.04,19.97,14,33.9,22.8,10.46,0
2026-07-26 02:00,B3,4,72.59,207.4,39.19,10.15,23.25,22,26.0,21.5,7.98,0
2026-07-26 10:00,B1,3,53.66,184.3,15.0,20.77,17.89,17,19.5,22.3,5.9,0
2026-07-26 13:00,B3,5,71.44,240.3,23.0,19.83,28.61,25,23.6,21.9,7.86,0
2026-07-26 19:00,B3,4,118.55,64.7,80.77,17.68,20.1,6,35.8,21.3,13.04,0
2026-07-26 22:00,B2,3,91.21,154.5,52.93,9.67,28.61,15,28.3,21.0,10.03,0
2026-07-27 02:00,B2,3,38.38,53.8,15.0,7.16,16.22,4,23.1,23.0,4.22,0
2026-07-27 08:00,B2,1,122.81,976.3,38.27,32.99,51.55,112,20.6,22.1,13.51,0
2026-07-27 14:00,B3,5,176.07,1374.2,77.2,40.64,58.23,159,25.2,22.4,31.69,1
2026-07-27 22:00,B3,4,95.1,59.4,62.55,6.97,25.58,4,32.8,21.4,10.46,0
2026-07-28 02:00,B2,4,47.84,106.8,15.0,7.01,25.83,11,18.6,21.4,5.26,0
2026-07-28 08:00,B1,5,123.08,923.8,40.53,33.51,49.04,107,20.8,21.9,13.54,0
2026-07-28 11:00,B2,3,122.09,1048.3,42.77,35.94,43.38,122,21.9,23.0,13.43,0
2026-07-28 17:00,B3,4,185.97,1034.2,105.74,36.5,43.73,120,34.2,23.0,33.47,1
2026-07-29 01:00,B3,4,40.12,34.0,15.0,7.29,17.83,2,20.7,22.8,4.41,0
2026-07-29 04:00,B3,4,83.59,73.7,52.52,7.47,23.6,5,31.2,22.6,9.19,0
2026-07-29 07:00,B3,5,119.52,33.6,15.0,17.72,86.8,1,19.5,23.4,13.15,0
2026-07-29 13:00,B1,2,357.27,1161.1,265.36,38.52,53.39,134,32.9,23.1,64.31,1
2026-07-29 17:00,B2,1,165.54,800.6,90.76,32.74,42.04,92,33.5,21.8,29.8,1
2026-07-29 20:00,B1,3,97.02,20.3,67.29,17.13,12.6,1,35.1,22.7,10.67,0
2026-07-30 02:00,B1,4,89.5,42.6,62.82,6.17,20.51,3,34.1,21.6,9.85,0
2026-07-30 10:00,B1,3,159.0,989.4,77.87,32.89,48.24,112,19.1,22.2,17.49,0
2026-07-30 14:00,B2,5,166.4,1224.7,77.8,39.5,49.1,141,25.3,21.2,29.95,1
2026-07-30 18:00,B3,4,151.98,571.2,85.81,27.14,39.03,65,35.3,22.4,27.36,1
2026-07-30 21:00,B1,4,52.14,137.2,25.04,9.33,17.77,12,22.9,21.6,5.74,0
2026-07-31 01:00,B3,5,78.25,142.0,44.53,9.29,24.43,12,28.1,21.8,8.61,0
2026-07-31 05:00,B3,5,108.29,103.2,75.15,9.44,23.7,10,35.2,21.8,11.91,0
2026-07-31 11:00,B2,2,227.96,555.3,162.77,25.7,39.49,62,26.3,22.5,25.08,0
2026-07-31 19:00,B3,4,95.48,40.4,53.39,18.98,23.11,2,31.7,22.3,10.5,0
2026-08-01 03:00,B3,3,39.17,52.8,16.55,6.86,15.76,5,25.0,23.1,4.31,0
2026-08-01 09:00,B3,3,58.2,237.3,15.0,21.9,21.3,25,21.4,23.0,6.4,0
2026-08-01 15:00,B2,5,67.07,237.3,19.06,22.36,25.65,25,21.8,21.5,7.38,0
2026-08-01 19:00,B1,5,62.22,142.4,15.0,20.52,26.7,13,20.3,21.2,6.84,0
2026-08-01 22:00,B3,5,75.1,191.0,40.47,9.13,25.5,19,29.1,22.7,8.26,0
2026-08-02 04:00,B2,4,44.23,193.1,17.51,9.4,17.32,19,22.9,22.7,4.87,0
2026-08-02 12:00,B3,4,54.77,159.6,18.72,19.97,16.08,15,23.7,22.0,6.02,0
2026-08-02 20:00,B1,2,52.33,93.7,15.0,17.34,19.99,7,21.5,21.8,5.76,0
2026-08-03 02:00,B2,2,45.22,102.1,15.0,8.96,21.26,10,19.9,21.6,4.97,0
2026-08-03 10:00,B1,4,137.52,600.3,70.02,27.18,40.32,67,28.4,21.2,15.13,0
2026-08-03 13:00,B2,1,89.47,613.5,33.42,26.37,29.68,68,23.4,22.6,16.1,1
2026-08-03 21:00,B1,5,195.31,147.6,158.88,9.49,26.94,14,32.2,22.6,21.48,0
2026-08-04 03:00,B3,2,47.08,30.8,15.0,7.82,24.26,2,19.9,21.0,5.18,0
2026-08-04 09:00,B2,4,144.47,801.0,78.28,29.78,36.41,91,31.0,22.1,15.89,0
2026-08-04 15:00,B2,5,151.29,702.1,86.5,29.51,35.28,78,33.9,22.9,27.23,1
2026-08-04 19:00,B1,2,59.16,45.8,27.57,16.74,14.85,1,27.1,23.1,6.51,0
2026-08-05 01:00,B1,4,75.58,104.0,48.52,8.2,18.86,10,30.5,23.5,8.31,0
2026-08-05 04:00,B2,1,54.55,83.9,30.58,7.45,16.52,7,26.9,23.3,6.0,0
2026-08-05 10:00,B3,4,83.14,523.5,30.53,25.22,27.39,60,21.7,21.5,9.15,0
2026-08-05 14:00,B3,5,142.19,553.4,85.29,26.3,30.6,63,34.4,21.9,25.59,1
2026-08-05 18:00,B1,2,149.13,1525.6,46.46,44.89,57.78,176,18.4,23.1,26.84,1
2026-08-06 00:00,B1,3,71.73,133.4,34.81,9.47,27.45,11,26.2,21.9,7.89,0
2026-08-06 03:00,B1,2,91.12,79.0,65.72,7.03,18.37,6,33.9,21.3,10.02,0
2026-08-06 07:00,B1,5,74.07,110.4,40.8,18.33,14.94,9,28.6,23.1,8.15,0
2026-08-06 15:00,B1,1,189.4,1202.4,94.9,38.23,56.27,138,32.1,23.0,34.09,1
2026-08-06 23:00,B3,4,42.97,149.5,15.0,8.73,19.24,15,21.2,22.8,4.73,0
2026-08-07 02:00,B1,2,97.68,86.6,65.41,6.97,25.3,7,34.1,22.1,10.74,0
2026-08-07 08:00,B2,5,103.54,848.5,28.1,31.6,43.84,97,19.5,22.9,11.39,0
2026-08-07 16:00,B2,4,149.45,1062.5,68.77,35.6,45.08,123,25.8,21.9,26.9,1
2026-08-07 22:00,B1,3,112.04,29.1,62.61,8.08,41.35,2,33.2,22.3,12.32,0
2026-08-08 04:00,B2,3,75.51,146.1,49.71,8.76,17.04,13,31.4,22.9,8.31,0
2026-08-08 10:00,B1,3,72.93,154.9,25.81,21.02,26.1,17,23.1,21.9,8.02,0
2026-08-08 14:00,B2,2,59.94,194.1,15.0,20.76,24.18,20,22.1,22.9,6.59,0
2026-08-08 20:00,B1,3,107.16,174.2,63.35,20.05,23.76,18,33.2,22.1,11.79,0
2026-08-09 00:00,B2,1,67.37,158.1,33.8,8.66,24.91,16,27.0,22.6,7.41,0
2026-08-09 06:00,B2,5,53.75,105.4,15.0,20.21,18.54,9,18.4,23.0,5.91,0
2026-08-09 14:00,B2,2,117.91,168.0,75.38,18.88,23.65,17,35.1,21.2,12.97,0
2026-08-09 17:00,B1,1,96.5,242.9,57.44,20.16,18.9,24,30.1,21.4,10.62,0
2026-08-09 21:00,B2,5,53.21,200.2,15.0,9.13,29.08,21,19.3,21.1,5.85,0
2026-08-10 01:00,B3,4,58.34,82.3,32.7,6.52,19.12,6,26.6,21.2,6.42,0
2026-08-10 07:00,B3,2,69.13,102.7,29.17,20.17,19.79,8,27.0,22.7,7.6,0
2026-08-10 11:00,B3,3,177.83,1032.4,101.33,33.82,42.68,118,34.4,23.2,19.56,0
2026-08-10 17:00,B3,3,181.75,1460.0,74.1,41.95,65.7,168,25.0,23.1,32.71,1
2026-08-10 21:00,B3,5,38.57,37.3,15.0,7.76,15.81,1,19.7,22.7,4.24,0
2026-08-11 00:00,B3,2,91.6,58.5,71.8,5.68,14.12,3,34.4,22.0,10.08,0
2026-08-11 08:00,B1,3,95.51,556.9,30.48,27.53,37.5,63,21.7,21.1,10.51,0
2026-08-11 12:00,B2,1,161.21,1528.3,54.36,44.56,62.29,177,18.2,21.3,29.02,1
2026-08-11 16:00,B3,4,158.57,1434.8,53.36,43.57,61.64,167,20.5,23.1,28.54,1
2026-08-12 00:00,B1,1,74.37,79.0,50.28,7.27,16.82,8,30.1,21.0,8.18,0
2026-08-12 04:00,B2,1,75.21,35.6,55.41,6.37,13.43,3,33.1,23.0,8.27,0
2026-08-12 08:00,B1,3,149.12,542.8,88.97,28.27,31.88,62,34.4,21.5,16.4,0
