timestamp,event_id,building_id,access_point,person_id,person_type,access_type,authentication_method,entry_exit,access_status,visitor_id,location,risk_level
2026-03-07 00:15,EVT-00313,B3,Server Room #B3-F4,CON-499,Contractor,Server Room,Access Card,Entry,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-07 01:00,EVT-00314,B1,Main Entrance #B1-F3,EMP-929,Employee,Main Entrance,RFID,Entry,Authorized,N/A,Building B1 (Floor 3 - Main Entrance),Low
2026-03-07 01:10,EVT-00315,B1,Server Room #B1-F3,ADM-24,Administrator,Server Room,PIN,Exit,Suspicious,N/A,Building B1 (Floor 3 - Server Room),High
2026-03-07 01:30,EVT-00316,B1,Parking #B1-F3,EMP-125,Employee,Parking,Biometric,Exit,Authorized,N/A,Building B1 (Floor 3 - Parking),Low
2026-03-07 01:50,EVT-00317,B1,Parking #B1-F4,EMP-218,Employee,Parking,Visitor Pass,Exit,Denied,N/A,Building B1 (Floor 4 - Parking),Medium
2026-03-07 02:10,EVT-00318,B1,Emergency Exit #B1-F1,EMP-481,Employee,Emergency Exit,Biometric,Entry,Authorized,N/A,Building B1 (Floor 1 - Emergency Exit),Low
2026-03-07 02:20,EVT-00319,B2,Parking #B2-F1,EMP-490,Employee,Parking,Access Card,Exit,Authorized,N/A,Building B2 (Floor 1 - Parking),Low
2026-03-07 02:50,EVT-00320,B1,Laboratory #B1-F4,UNK-999,Unknown,Laboratory,Access Card,Exit,Authorized,N/A,Building B1 (Floor 4 - Laboratory),Low
2026-03-07 03:20,EVT-00321,B3,Server Room #B3-F4,VIS-688,Visitor,Server Room,RFID,Exit,Authorized,VIS-688,Building B3 (Floor 4 - Server Room),Low
2026-03-07 04:05,EVT-00322,B1,Parking #B1-F1,UNK-999,Unknown,Parking,PIN,Entry,Authorized,N/A,Building B1 (Floor 1 - Parking),Low
2026-03-07 04:35,EVT-00323,B3,Restricted Area #B3-F1,ADM-80,Administrator,Restricted Area,Biometric,Entry,Authorized,N/A,Building B3 (Floor 1 - Restricted Area),Low
2026-03-07 04:45,EVT-00324,B2,Laboratory #B2-F1,CON-343,Contractor,Laboratory,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 1 - Laboratory),Low
2026-03-07 04:55,EVT-00325,B1,Server Room #B1-F2,EMP-163,Employee,Server Room,Visitor Pass,Exit,Authorized,N/A,Building B1 (Floor 2 - Server Room),Low
2026-03-07 05:05,EVT-00326,B2,Parking #B2-F2,VIS-545,Visitor,Parking,PIN,Entry,Authorized,VIS-545,Building B2 (Floor 2 - Parking),Low
2026-03-07 05:50,EVT-00327,B1,Emergency Exit #B1-F2,VIS-863,Visitor,Emergency Exit,Biometric,Exit,Denied,VIS-863,Building B1 (Floor 2 - Emergency Exit),Medium
2026-03-07 06:00,EVT-00328,B2,Office #B2-F4,CON-460,Contractor,Office,Biometric,Entry,Denied,N/A,Building B2 (Floor 4 - Office),Medium
2026-03-07 06:20,EVT-00329,B2,Office #B2-F1,UNK-999,Unknown,Office,Biometric,Entry,Authorized,N/A,Building B2 (Floor 1 - Office),Low
2026-03-07 06:40,EVT-00330,B3,Emergency Exit #B3-F5,UNK-999,Unknown,Emergency Exit,Visitor Pass,Entry,Authorized,N/A,Building B3 (Floor 5 - Emergency Exit),Low
2026-03-07 06:50,EVT-00331,B2,Laboratory #B2-F5,VIS-714,Visitor,Laboratory,Access Card,Entry,Suspicious,VIS-714,Building B2 (Floor 5 - Laboratory),High
2026-03-07 07:35,EVT-00332,B3,Parking #B3-F1,VIS-773,Visitor,Parking,Biometric,Exit,Suspicious,VIS-773,Building B3 (Floor 1 - Parking),High
2026-03-07 07:45,EVT-00333,B3,Office #B3-F4,VIS-828,Visitor,Office,PIN,Entry,Authorized,VIS-828,Building B3 (Floor 4 - Office),Low
2026-03-07 07:55,EVT-00334,B3,Parking #B3-F3,CON-317,Contractor,Parking,Access Card,Entry,Denied,N/A,Building B3 (Floor 3 - Parking),Medium
2026-03-07 08:05,EVT-00335,B3,Main Entrance #B3-F4,VIS-680,Visitor,Main Entrance,PIN,Entry,Authorized,VIS-680,Building B3 (Floor 4 - Main Entrance),Low
2026-03-07 08:15,EVT-00336,B3,Server Room #B3-F1,VIS-729,Visitor,Server Room,PIN,Entry,Authorized,VIS-729,Building B3 (Floor 1 - Server Room),Low
2026-03-07 08:35,EVT-00337,B2,Emergency Exit #B2-F4,VIS-684,Visitor,Emergency Exit,Biometric,Exit,Authorized,VIS-684,Building B2 (Floor 4 - Emergency Exit),Low
2026-03-07 08:45,EVT-00338,B2,Main Entrance #B2-F5,EMP-748,Employee,Main Entrance,RFID,Entry,Authorized,N/A,Building B2 (Floor 5 - Main Entrance),Low
2026-03-07 09:30,EVT-00339,B1,Server Room #B1-F5,EMP-158,Employee,Server Room,Access Card,Exit,Authorized,N/A,Building B1 (Floor 5 - Server Room),Low
2026-03-07 09:40,EVT-00340,B1,Laboratory #B1-F1,EMP-977,Employee,Laboratory,Visitor Pass,Entry,Suspicious,N/A,Building B1 (Floor 1 - Laboratory),High
2026-03-07 10:10,EVT-00341,B2,Laboratory #B2-F4,CON-495,Contractor,Laboratory,Biometric,Exit,Authorized,N/A,Building B2 (Floor 4 - Laboratory),Low
2026-03-07 10:30,EVT-00342,B2,Office #B2-F1,UNK-999,Unknown,Office,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 1 - Office),Low
2026-03-07 11:00,EVT-00343,B3,Laboratory #B3-F1,UNK-999,Unknown,Laboratory,Biometric,Exit,Authorized,N/A,Building B3 (Floor 1 - Laboratory),Low
2026-03-07 11:30,EVT-00344,B1,Server Room #B1-F4,EMP-370,Employee,Server Room,PIN,Exit,Denied,N/A,Building B1 (Floor 4 - Server Room),High
2026-03-07 12:15,EVT-00345,B2,Main Entrance #B2-F2,VIS-788,Visitor,Main Entrance,RFID,Entry,Authorized,VIS-788,Building B2 (Floor 2 - Main Entrance),Low
2026-03-07 12:25,EVT-00346,B3,Restricted Area #B3-F2,EMP-666,Employee,Restricted Area,Access Card,Exit,Authorized,N/A,Building B3 (Floor 2 - Restricted Area),Low
2026-03-07 12:45,EVT-00347,B3,Laboratory #B3-F5,VIS-886,Visitor,Laboratory,Access Card,Entry,Authorized,VIS-886,Building B3 (Floor 5 - Laboratory),Low
2026-03-07 12:55,EVT-00348,B1,Server Room #B1-F2,CON-394,Contractor,Server Room,Biometric,Exit,Authorized,N/A,Building B1 (Floor 2 - Server Room),Low
2026-03-07 13:25,EVT-00349,B1,Laboratory #B1-F3,UNK-999,Unknown,Laboratory,Visitor Pass,Entry,Authorized,N/A,Building B1 (Floor 3 - Laboratory),Low
2026-03-07 13:45,EVT-00350,B3,Restricted Area #B3-F5,EMP-638,Employee,Restricted Area,RFID,Exit,Authorized,N/A,Building B3 (Floor 5 - Restricted Area),Low
2026-03-07 13:55,EVT-00351,B1,Restricted Area #B1-F5,VIS-601,Visitor,Restricted Area,PIN,Entry,Authorized,VIS-601,Building B1 (Floor 5 - Restricted Area),Low
2026-03-07 14:05,EVT-00352,B3,Parking #B3-F2,CON-320,Contractor,Parking,PIN,Exit,Denied,N/A,Building B3 (Floor 2 - Parking),Medium
2026-03-07 14:50,EVT-00353,B2,Parking #B2-F4,ADM-33,Administrator,Parking,Access Card,Exit,Authorized,N/A,Building B2 (Floor 4 - Parking),Low
2026-03-07 15:20,EVT-00354,B1,Main Entrance #B1-F1,UNK-999,Unknown,Main Entrance,RFID,Entry,Authorized,N/A,Building B1 (Floor 1 - Main Entrance),Low
2026-03-07 15:50,EVT-00355,B2,Emergency Exit #B2-F3,EMP-381,Employee,Emergency Exit,RFID,Entry,Authorized,N/A,Building B2 (Floor 3 - Emergency Exit),Low
2026-03-07 16:10,EVT-00356,B2,Restricted Area #B2-F1,UNK-999,Unknown,Restricted Area,Visitor Pass,Exit,Authorized,N/A,Building B2 (Floor 1 - Restricted Area),Low
2026-03-07 16:20,EVT-00357,B3,Server Room #B3-F4,UNK-999,Unknown,Server Room,Visitor Pass,Exit,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-07 16:40,EVT-00358,B3,Office #B3-F4,ADM-40,Administrator,Office,RFID,Exit,Authorized,N/A,Building B3 (Floor 4 - Office),Low
2026-03-07 17:00,EVT-00359,B3,Server Room #B3-F1,ADM-49,Administrator,Server Room,RFID,Entry,Authorized,N/A,Building B3 (Floor 1 - Server Room),Low
2026-03-07 17:45,EVT-00360,B1,Office #B1-F4,ADM-71,Administrator,Office,Access Card,Entry,Authorized,N/A,Building B1 (Floor 4 - Office),Low
2026-03-07 18:05,EVT-00361,B2,Server Room #B2-F2,ADM-67,Administrator,Server Room,RFID,Entry,Authorized,N/A,Building B2 (Floor 2 - Server Room),Low
2026-03-07 18:25,EVT-00362,B2,Main Entrance #B2-F3,CON-305,Contractor,Main Entrance,RFID,Exit,Denied,N/A,Building B2 (Floor 3 - Main Entrance),Medium
2026-03-07 18:55,EVT-00363,B1,Emergency Exit #B1-F4,CON-439,Contractor,Emergency Exit,Visitor Pass,Entry,Denied,N/A,Building B1 (Floor 4 - Emergency Exit),Medium
2026-03-07 19:05,EVT-00364,B3,Laboratory #B3-F4,CON-391,Contractor,Laboratory,PIN,Entry,Authorized,N/A,Building B3 (Floor 4 - Laboratory),Low
2026-03-07 19:15,EVT-00365,B3,Server Room #B3-F2,VIS-607,Visitor,Server Room,Biometric,Entry,Authorized,VIS-607,Building B3 (Floor 2 - Server Room),Low
2026-03-07 19:25,EVT-00366,B3,Office #B3-F3,VIS-554,Visitor,Office,Visitor Pass,Entry,Authorized,VIS-554,Building B3 (Floor 3 - Office),Low
2026-03-07 20:10,EVT-00367,B1,Restricted Area #B1-F3,CON-357,Contractor,Restricted Area,PIN,Entry,Authorized,N/A,Building B1 (Floor 3 - Restricted Area),Low
2026-03-07 20:55,EVT-00368,B3,Parking #B3-F2,UNK-999,Unknown,Parking,Visitor Pass,Entry,Authorized,N/A,Building B3 (Floor 2 - Parking),Low
2026-03-07 21:25,EVT-00369,B2,Laboratory #B2-F5,EMP-326,Employee,Laboratory,PIN,Exit,Authorized,N/A,Building B2 (Floor 5 - Laboratory),Low
2026-03-07 21:35,EVT-00370,B3,Server Room #B3-F4,UNK-999,Unknown,Server Room,Access Card,Entry,Suspicious,N/A,Building B3 (Floor 4 - Parking),Critical
2026-03-07 21:45,EVT-00371,B1,Parking #B1-F2,CON-313,Contractor,Parking,Biometric,Exit,Authorized,N/A,Building B1 (Floor 2 - Parking),Low
2026-03-07 22:05,EVT-00372,B3,Parking #B3-F4,VIS-893,Visitor,Parking,Access Card,Exit,Denied,VIS-893,Building B3 (Floor 4 - Parking),Medium
2026-03-07 22:25,EVT-00373,B1,Emergency Exit #B1-F1,EMP-870,Employee,Emergency Exit,RFID,Entry,Authorized,N/A,Building B1 (Floor 1 - Emergency Exit),Low
2026-03-07 22:35,EVT-00374,B3,Emergency Exit #B3-F1,ADM-59,Administrator,Emergency Exit,RFID,Exit,Authorized,N/A,Building B3 (Floor 1 - Emergency Exit),Low
2026-03-07 23:05,EVT-00375,B3,Emergency Exit #B3-F4,UNK-999,Unknown,Emergency Exit,Biometric,Entry,Authorized,N/A,Building B3 (Floor 4 - Emergency Exit),Low
2026-03-07 23:35,EVT-00376,B3,Restricted Area #B3-F5,UNK-999,Unknown,Restricted Area,Access Card,Exit,Authorized,N/A,Building B3 (Floor 5 - Restricted Area),Low
2026-03-07 23:45,EVT-00377,B2,Office #B2-F5,EMP-645,Employee,Office,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 5 - Office),Low
2026-03-07 23:55,EVT-00378,B2,Emergency Exit #B2-F1,UNK-999,Unknown,Emergency Exit,Biometric,Exit,Authorized,N/A,Building B2 (Floor 1 - Emergency Exit),Low
2026-03-08 00:40,EVT-00379,B1,Office #B1-F3,CON-392,Contractor,Office,Access Card,Entry,Authorized,N/A,Building B1 (Floor 3 - Office),Low
2026-03-08 01:25,EVT-00380,B2,Main Entrance #B2-F5,ADM-30,Administrator,Main Entrance,Access Card,Entry,Authorized,N/A,Building B2 (Floor 5 - Main Entrance),Low
2026-03-08 02:10,EVT-00381,B2,Office #B2-F3,VIS-878,Visitor,Office,PIN,Exit,Denied,VIS-878,Building B2 (Floor 3 - Office),Medium
2026-03-08 02:30,EVT-00382,B1,Restricted Area #B1-F1,CON-328,Contractor,Restricted Area,PIN,Entry,Authorized,N/A,Building B1 (Floor 1 - Restricted Area),Low
2026-03-08 03:00,EVT-00383,B3,Office #B3-F2,EMP-440,Employee,Office,Biometric,Exit,Authorized,N/A,Building B3 (Floor 2 - Office),Low
2026-03-08 03:45,EVT-00384,B2,Office #B2-F3,CON-392,Contractor,Office,Visitor Pass,Exit,Denied,N/A,Building B2 (Floor 3 - Office),Medium
2026-03-08 04:30,EVT-00385,B3,Main Entrance #B3-F3,CON-363,Contractor,Main Entrance,Biometric,Exit,Authorized,N/A,Building B3 (Floor 3 - Main Entrance),Low
2026-03-08 04:50,EVT-00386,B3,Office #B3-F5,EMP-407,Employee,Office,Biometric,Entry,Authorized,N/A,Building B3 (Floor 5 - Office),Low
2026-03-08 05:10,EVT-00387,B3,Main Entrance #B3-F4,UNK-999,Unknown,Main Entrance,RFID,Entry,Authorized,N/A,Building B3 (Floor 4 - Main Entrance),Low
2026-03-08 05:40,EVT-00388,B1,Restricted Area #B1-F2,EMP-319,Employee,Restricted Area,RFID,Exit,Authorized,N/A,Building B1 (Floor 2 - Restricted Area),Low
2026-03-08 06:00,EVT-00389,B2,Emergency Exit #B2-F4,ADM-45,Administrator,Emergency Exit,Access Card,Entry,Authorized,N/A,Building B2 (Floor 4 - Emergency Exit),Low
2026-03-08 06:10,EVT-00390,B3,Emergency Exit #B3-F4,CON-339,Contractor,Emergency Exit,Biometric,Entry,Authorized,N/A,Building B3 (Floor 4 - Emergency Exit),Low
2026-03-08 06:55,EVT-00391,B1,Emergency Exit #B1-F4,VIS-557,Visitor,Emergency Exit,Biometric,Exit,Authorized,VIS-557,Building B1 (Floor 4 - Emergency Exit),Low
2026-03-08 07:05,EVT-00392,B3,Server Room #B3-F4,EMP-164,Employee,Server Room,Biometric,Exit,Authorized,N/A,Building B3 (Floor 4 - Server Room),Low
2026-03-08 07:35,EVT-00393,B1,Laboratory #B1-F3,VIS-831,Visitor,Laboratory,Biometric,Exit,Authorized,VIS-831,Building B1 (Floor 3 - Laboratory),Low
2026-03-08 07:55,EVT-00394,B3,Server Room #B3-F3,EMP-624,Employee,Server Room,PIN,Exit,Authorized,N/A,Building B3 (Floor 3 - Server Room),Low
2026-03-08 08:05,EVT-00395,B1,Server Room #B1-F1,VIS-787,Visitor,Server Room,Visitor Pass,Entry,Denied,VIS-787,Building B1 (Floor 1 - Server Room),High
2026-03-08 08:35,EVT-00396,B1,Server Room #B1-F5,EMP-194,Employee,Server Room,Visitor Pass,Entry,Authorized,N/A,Building B1 (Floor 5 - Server Room),Low
2026-03-08 09:05,EVT-00397,B1,Emergency Exit #B1-F3,CON-300,Contractor,Emergency Exit,Biometric,Exit,Authorized,N/A,Building B1 (Floor 3 - Emergency Exit),Low
2026-03-08 09:35,EVT-00398,B3,Server Room #B3-F3,VIS-649,Visitor,Server Room,RFID,Entry,Authorized,VIS-649,Building B3 (Floor 3 - Server Room),Low
2026-03-08 09:45,EVT-00399,B2,Server Room #B2-F3,VIS-528,Visitor,Server Room,PIN,Entry,Authorized,VIS-528,Building B2 (Floor 3 - Server Room),Low
2026-03-08 10:15,EVT-00400,B1,Server Room #B1-F4,VIS-613,Visitor,Server Room,Access Card,Entry,Denied,VIS-613,Building B1 (Floor 4 - Server Room),High
2026-03-08 10:35,EVT-00401,B2,Office #B2-F1,UNK-999,Unknown,Office,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 1 - Office),Low
2026-03-08 10:45,EVT-00402,B2,Laboratory #B2-F5,VIS-818,Visitor,Laboratory,Biometric,Exit,Authorized,VIS-818,Building B2 (Floor 5 - Laboratory),Low
2026-03-08 11:15,EVT-00403,B2,Server Room #B2-F3,ADM-10,Administrator,Server Room,Biometric,Exit,Authorized,N/A,Building B2 (Floor 3 - Server Room),Low
2026-03-08 11:45,EVT-00404,B3,Parking #B3-F3,ADM-33,Administrator,Parking,RFID,Exit,Authorized,N/A,Building B3 (Floor 3 - Parking),Low
2026-03-08 12:30,EVT-00405,B2,Office #B2-F4,EMP-967,Employee,Office,Access Card,Exit,Authorized,N/A,Building B2 (Floor 4 - Office),Low
2026-03-08 13:00,EVT-00406,B1,Parking #B1-F3,ADM-47,Administrator,Parking,Visitor Pass,Exit,Authorized,N/A,Building B1 (Floor 3 - Parking),Low
2026-03-08 13:10,EVT-00407,B3,Server Room #B3-F1,VIS-635,Visitor,Server Room,Access Card,Entry,Authorized,VIS-635,Building B3 (Floor 1 - Server Room),Low
2026-03-08 13:55,EVT-00408,B3,Office #B3-F2,UNK-999,Unknown,Office,Biometric,Entry,Denied,N/A,Building B3 (Floor 2 - Office),Medium
2026-03-08 14:25,EVT-00409,B1,Office #B1-F4,ADM-77,Administrator,Office,RFID,Exit,Authorized,N/A,Building B1 (Floor 4 - Office),Low
2026-03-08 14:45,EVT-00410,B2,Restricted Area #B2-F4,VIS-504,Visitor,Restricted Area,Biometric,Entry,Authorized,VIS-504,Building B2 (Floor 4 - Restricted Area),Low
2026-03-08 15:15,EVT-00411,B1,Main Entrance #B1-F1,UNK-999,Unknown,Main Entrance,Access Card,Entry,Authorized,N/A,Building B1 (Floor 1 - Main Entrance),Low
2026-03-08 15:25,EVT-00412,B3,Restricted Area #B3-F4,ADM-99,Administrator,Restricted Area,Biometric,Entry,Authorized,N/A,Building B3 (Floor 4 - Restricted Area),Low
2026-03-08 16:10,EVT-00413,B2,Main Entrance #B2-F3,EMP-675,Employee,Main Entrance,Access Card,Exit,Authorized,N/A,Building B2 (Floor 3 - Main Entrance),Low
2026-03-08 16:40,EVT-00414,B1,Server Room #B1-F4,UNK-999,Unknown,Server Room,RFID,Exit,Suspicious,N/A,Building B1 (Floor 4 - Office),Critical
2026-03-08 17:25,EVT-00415,B2,Main Entrance #B2-F3,CON-496,Contractor,Main Entrance,RFID,Exit,Authorized,N/A,Building B2 (Floor 3 - Main Entrance),Low
2026-03-08 17:35,EVT-00416,B2,Laboratory #B2-F5,VIS-880,Visitor,Laboratory,PIN,Entry,Authorized,VIS-880,Building B2 (Floor 5 - Laboratory),Low
2026-03-08 17:45,EVT-00417,B3,Office #B3-F3,UNK-999,Unknown,Office,Biometric,Exit,Authorized,N/A,Building B3 (Floor 3 - Office),Low
2026-03-08 18:05,EVT-00418,B2,Restricted Area #B2-F3,UNK-999,Unknown,Restricted Area,Visitor Pass,Exit,Authorized,N/A,Building B2 (Floor 3 - Restricted Area),Low
2026-03-08 18:50,EVT-00419,B3,Emergency Exit #B3-F1,EMP-461,Employee,Emergency Exit,Visitor Pass,Exit,Authorized,N/A,Building B3 (Floor 1 - Emergency Exit),Low
2026-03-08 19:35,EVT-00420,B1,Emergency Exit #B1-F1,EMP-736,Employee,Emergency Exit,RFID,Entry,Authorized,N/A,Building B1 (Floor 1 - Emergency Exit),Low
2026-03-08 19:45,EVT-00421,B3,Parking #B3-F4,EMP-906,Employee,Parking,Biometric,Exit,Authorized,N/A,Building B3 (Floor 4 - Parking),Low
2026-03-08 20:05,EVT-00422,B1,Main Entrance #B1-F4,VIS-777,Visitor,Main Entrance,PIN,Entry,Authorized,VIS-777,Building B1 (Floor 4 - Main Entrance),Low
2026-03-08 20:35,EVT-00423,B3,Emergency Exit #B3-F5,CON-337,Contractor,Emergency Exit,PIN,Entry,Authorized,N/A,Building B3 (Floor 5 - Emergency Exit),Low
2026-03-08 21:05,EVT-00424,B2,Emergency Exit #B2-F5,UNK-999,Unknown,Emergency Exit,PIN,Entry,Authorized,N/A,Building B2 (Floor 5 - Emergency Exit),Low
2026-03-08 21:35,EVT-00425,B2,Main Entrance #B2-F1,UNK-999,Unknown,Main Entrance,Visitor Pass,Entry,Authorized,N/A,Building B2 (Floor 1 - Main Entrance),Low
2026-03-08 22:20,EVT-00426,B2,Parking #B2-F1,CON-479,Contractor,Parking,Visitor Pass,Entry,Suspicious,N/A,Building B2 (Floor 1 - Parking),High
2026-03-08 22:40,EVT-00427,B3,Parking #B3-F4,EMP-425,Employee,Parking,PIN,Entry,Authorized,N/A,Building B3 (Floor 4 - Parking),Low
2026-03-08 23:00,EVT-00428,B3,Restricted Area #B3-F4,UNK-999,Unknown,Restricted Area,RFID,Entry,Authorized,N/A,Building B3 (Floor 4 - Restricted Area),Low
2026-03-08 23:10,EVT-00429,B1,Server Room #B1-F2,UNK-999,Unknown,Server Room,Biometric,Entry,Authorized,N/A,Building B1 (Floor 2 - Server Room),Low
2026-03-08 23:30,EVT-00430,B1,Main Entrance #B1-F1,ADM-35,Administrator,Main Entrance,Biometric,Entry,Authorized,N/A,Building B1 (Floor 1 - Main Entrance),Low
2026-03-08 23:40,EVT-00431,B2,Main Entrance #B2-F2,UNK-999,Unknown,Main Entrance,Access Card,Entry,Authorized,N/A,Building B2 (Floor 2 - Main Entrance),Low
2026-03-09 00:10,EVT-00432,B3,Office #B3-F1,ADM-24,Administrator,Office,Biometric,Exit,Authorized,N/A,Building B3 (Floor 1 - Office),Low
2026-03-09 00:30,EVT-00433,B3,Emergency Exit #B3-F4,EMP-175,Employee,Emergency Exit,PIN,Entry,Authorized,N/A,Building B3 (Floor 4 - Emergency Exit),Low
2026-03-09 01:15,EVT-00434,B2,Parking #B2-F4,UNK-999,Unknown,Parking,Biometric,Entry,Authorized,N/A,Building B2 (Floor 4 - Parking),Low
2026-03-09 02:00,EVT-00435,B2,Emergency Exit #B2-F2,VIS-593,Visitor,Emergency Exit,PIN,Entry,Authorized,VIS-593,Building B2 (Floor 2 - Emergency Exit),Low
2026-03-09 02:30,EVT-00436,B1,Parking #B1-F5,ADM-41,Administrator,Parking,Biometric,Exit,Authorized,N/A,Building B1 (Floor 5 - Parking),Low
2026-03-09 02:40,EVT-00437,B3,Main Entrance #B3-F4,UNK-999,Unknown,Main Entrance,RFID,Entry,Authorized,N/A,Building B3 (Floor 4 - Main Entrance),Low
2026-03-09 03:25,EVT-00438,B1,Restricted Area #B1-F1,CON-389,Contractor,Restricted Area,PIN,Entry,Authorized,N/A,Building B1 (Floor 1 - Restricted Area),Low
2026-03-09 03:35,EVT-00439,B3,Server Room #B3-F5,VIS-696,Visitor,Server Room,PIN,Exit,Authorized,VIS-696,Building B3 (Floor 5 - Server Room),Low
2026-03-09 03:45,EVT-00440,B3,Emergency Exit #B3-F5,UNK-999,Unknown,Emergency Exit,Biometric,Entry,Authorized,N/A,Building B3 (Floor 5 - Emergency Exit),Low
2026-03-09 04:05,EVT-00441,B2,Emergency Exit #B2-F4,VIS-661,Visitor,Emergency Exit,PIN,Exit,Suspicious,VIS-661,Building B2 (Floor 4 - Emergency Exit),High
2026-03-09 04:25,EVT-00442,B1,Laboratory #B1-F1,EMP-443,Employee,Laboratory,RFID,Entry,Authorized,N/A,Building B1 (Floor 1 - Laboratory),Low
2026-03-09 04:55,EVT-00443,B3,Restricted Area #B3-F2,VIS-840,Visitor,Restricted Area,PIN,Entry,Authorized,VIS-840,Building B3 (Floor 2 - Restricted Area),Low
2026-03-09 05:15,EVT-00444,B2,Laboratory #B2-F1,VIS-579,Visitor,Laboratory,PIN,Exit,Authorized,VIS-579,Building B2 (Floor 1 - Laboratory),Low
2026-03-09 06:00,EVT-00445,B2,Server Room #B2-F2,EMP-273,Employee,Server Room,Visitor Pass,Exit,Authorized,N/A,Building B2 (Floor 2 - Server Room),Low
2026-03-09 06:10,EVT-00446,B3,Emergency Exit #B3-F1,UNK-999,Unknown,Emergency Exit,Access Card,Exit,Denied,N/A,Building B3 (Floor 1 - Emergency Exit),Medium
2026-03-09 06:40,EVT-00447,B3,Restricted Area #B3-F5,EMP-774,Employee,Restricted Area,PIN,Entry,Authorized,N/A,Building B3 (Floor 5 - Restricted Area),Low
2026-03-09 06:50,EVT-00448,B2,Main Entrance #B2-F3,VIS-673,Visitor,Main Entrance,Biometric,Exit,Authorized,VIS-673,Building B2 (Floor 3 - Main Entrance),Low
2026-03-09 07:20,EVT-00449,B1,Emergency Exit #B1-F3,EMP-317,Employee,Emergency Exit,Visitor Pass,Exit,Authorized,N/A,Building B1 (Floor 3 - Emergency Exit),Low
2026-03-09 07:50,EVT-00450,B3,Emergency Exit #B3-F5,VIS-831,Visitor,Emergency Exit,Access Card,Exit,Authorized,VIS-831,Building B3 (Floor 5 - Emergency Exit),Low
2026-03-09 08:35,EVT-00451,B1,Parking #B1-F2,CON-466,Contractor,Parking,Visitor Pass,Entry,Authorized,N/A,Building B1 (Floor 2 - Parking),Low
2026-03-09 08:45,EVT-00452,B1,Restricted Area #B1-F5,VIS-703,Visitor,Restricted Area,RFID,Exit,Authorized,VIS-703,Building B1 (Floor 5 - Restricted Area),Low
2026-03-09 09:15,EVT-00453,B3,Restricted Area #B3-F1,CON-302,Contractor,Restricted Area,Access Card,Entry,Authorized,N/A,Building B3 (Floor 1 - Restricted Area),Low
2026-03-09 09:45,EVT-00454,B3,Parking #B3-F4,CON-306,Contractor,Parking,PIN,Exit,Authorized,N/A,Building B3 (Floor 4 - Parking),Low
2026-03-09 10:15,EVT-00455,B1,Parking #B1-F2,ADM-15,Administrator,Parking,RFID,Entry,Authorized,N/A,Building B1 (Floor 2 - Parking),Low
2026-03-09 10:45,EVT-00456,B2,Parking #B2-F4,ADM-22,Administrator,Parking,PIN,Entry,Authorized,N/A,Building B2 (Floor 4 - Parking),Low
2026-03-09 10:55,EVT-00457,B3,Main Entrance #B3-F2,CON-494,Contractor,Main Entrance,Visitor Pass,Exit,Authorized,N/A,Building B3 (Floor 2 - Main Entrance),Low
2026-03-09 11:15,EVT-00458,B3,Server Room #B3-F3,VIS-632,Visitor,Server Room,Biometric,Entry,Authorized,VIS-632,Building B3 (Floor 3 - Server Room),Low
2026-03-09 12:00,EVT-00459,B2,Emergency Exit #B2-F1,ADM-77,Administrator,Emergency Exit,RFID,Exit,Authorized,N/A,Building B2 (Floor 1 - Emergency Exit),Low
2026-03-09 12:10,EVT-00460,B3,Laboratory #B3-F1,UNK-999,Unknown,Laboratory,RFID,Exit,Suspicious,N/A,Building B3 (Floor 1 - Laboratory),High
2026-03-09 12:40,EVT-00461,B3,Restricted Area #B3-F2,EMP-747,Employee,Restricted Area,RFID,Entry,Suspicious,N/A,Building B3 (Floor 2 - Restricted Area),High
2026-03-09 13:00,EVT-00462,B3,Parking #B3-F5,VIS-866,Visitor,Parking,Visitor Pass,Entry,Denied,VIS-866,Building B3 (Floor 5 - Parking),Medium
2026-03-09 13:30,EVT-00463,B3,Server Room #B3-F5,VIS-702,Visitor,Server Room,PIN,Entry,Authorized,VIS-702,Building B3 (Floor 5 - Server Room),Low
2026-03-09 13:40,EVT-00464,B1,Emergency Exit #B1-F3,ADM-43,Administrator,Emergency Exit,RFID,Exit,Authorized,N/A,Building B1 (Floor 3 - Emergency Exit),Low
2026-03-09 13:50,EVT-00465,B3,Laboratory #B3-F4,UNK-999,Unknown,Laboratory,PIN,Entry,Authorized,N/A,Building B3 (Floor 4 - Laboratory),Low
2026-03-09 14:20,EVT-00466,B1,Server Room #B1-F5,EMP-151,Employee,Server Room,Access Card,Exit,Authorized,N/A,Building B1 (Floor 5 - Server Room),Low
2026-03-09 14:50,EVT-00467,B3,Emergency Exit #B3-F1,UNK-999,Unknown,Emergency Exit,PIN,Exit,Denied,N/A,Building B3 (Floor 1 - Emergency Exit),Medium
